Text	Label	Saliency	Words	Correct
......eye ....issue they may ...raise ..	2	LIME	5	0
.....an eye on your ..issue they may be .to raise ..	2	LIME	10	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	LIME	20	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	LIME	30	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	LIME	40	1
........your ...they ...to raise your .	2	Random	5	0
sneak .card ...eye on your ..issue they ...to raise your .	2	Random	10	0
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Random	20	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Random	30	1
sneak credit card tactics keep an eye on your credit card issue they may be about to raise your rates 	2	Random	40	0
fund pe ##ssi ##mism grows new york ( cnn / money ) - money managers are growing more pe ##ssi ##mist ##ic about the economy , corporate profits and us stock market returns , according to a monthly survey by merrill lynch released tuesday .	2	N/A	All	N/A
fund ...york cnn .money ...........us .............	2	All_Attention	5	1
fund .grows .york cnn money money .....about .economy ...us .market ...........	2	All_Attention	10	1
fund .grows .york cnn money money managers are ...about .economy corporate .and us stock market returns according ...survey ...released tuesday 	2	All_Attention	20	1
fund .grows new york cnn money money managers are growing more .about the economy corporate profits and us stock market returns according .a monthly survey by merrill lynch released tuesday 	2	All_Attention	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	All_Attention	40	1
fund ..new york cnn .............us .............	2	Last_Attention	5	0
fund ..new york cnn money money managers ......economy ...us .market ...........	2	Last_Attention	10	1
fund pe grows new york cnn money money managers ......economy corporate ..us stock market .according .a .survey by merrill lynch ..	2	Last_Attention	20	1
fund pe grows new york cnn money money managers are .more pe .the economy corporate profits .us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	Last_Attention	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	Last_Attention	40	1
fund ....cnn money money ............stock ............	2	Vanilla_Gradient	5	1
fund ....cnn money money .......economy .profits ..stock market .......merrill ..tuesday 	2	Vanilla_Gradient	10	1
fund .grows .york cnn money money managers ......economy corporate profits ..stock market returns according ..monthly survey .merrill lynch released tuesday 	2	Vanilla_Gradient	20	1
fund pe grows new york cnn money money managers are growing more .about .economy corporate profits and us stock market returns according .a monthly survey by merrill lynch released tuesday 	2	Vanilla_Gradient	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	Vanilla_Gradient	40	1
........managers ...........stock .returns ........released tuesday 	2	InputXGrad	5	1
........managers ...pe .....and us stock .returns ..a ...merrill .released tuesday 	2	InputXGrad	10	1
.pe grows new ....managers are growing .pe .the .corporate .and us stock .returns .to a ..by merrill lynch released tuesday 	2	InputXGrad	20	1
fund pe grows new york cnn money .managers are growing more pe about the .corporate profits and us stock .returns according to a monthly survey by merrill lynch released tuesday 	2	InputXGrad	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	InputXGrad	40	1
fund .....money money .........profits ..stock ............	2	Integrated_Gradient	5	1
fund ...york .money money managers ......economy corporate profits ..stock .....monthly ......	2	Integrated_Gradient	10	1
fund ...york cnn money money managers are ...about .economy corporate profits and .stock market returns according ..monthly survey .merrill ..tuesday 	2	Integrated_Gradient	20	1
fund pe grows new york cnn money money managers are growing .pe about .economy corporate profits and us stock market returns according to a monthly survey by merrill lynch .tuesday 	2	Integrated_Gradient	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	Integrated_Gradient	40	1
......money ........economy .profits ...market .....survey .....	2	DeepLIFT	5	1
.pe ...cnn money money ...more ...economy .profits ...market .according ...survey .....	2	DeepLIFT	10	1
fund pe grows .york cnn money money ..growing more .about .economy corporate profits .us .market .according to .monthly survey ..lynch ..	2	DeepLIFT	20	1
fund pe grows new york cnn money money .are growing more pe about the economy corporate profits and us stock market returns according to .monthly survey by merrill lynch released .	2	DeepLIFT	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	DeepLIFT	40	1
........managers ..more pe .......stock .returns ..........	2	LIME	5	0
......money .managers ..more pe ...corporate ...stock .returns .to ......released tuesday 	2	LIME	10	1
fund pe ..york .money .managers are .more pe .the .corporate ..us stock market returns .to a monthly .by ..released tuesday 	2	LIME	20	1
fund pe ..york cnn money money managers are growing more pe about the economy corporate profits .us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	LIME	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	LIME	40	1
.pe .....money ....pe ........market ...a .......	2	Random	5	1
.pe ..york ..money .are ..pe ........market .according to a ....lynch ..	2	Random	10	1
.pe .new york ..money .are ..pe about ...profits and us stock market returns according to a ..by merrill lynch released .	2	Random	20	1
fund pe grows new york .money money .are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released .	2	Random	30	1
fund pe grows new york cnn money money managers are growing more pe about the economy corporate profits and us stock market returns according to a monthly survey by merrill lynch released tuesday 	2	Random	40	1
staples profit up , to enter china market new york ( reuters ) - staples inc . & lt ; a hr ##ef = " http : / / www . investor . reuters . com / full ##qu ##ote . as ##p ##x ? tick ##er = sp ##ls . o target = / stocks / quick ##in ##fo / full ##qu ##ote " & gt ; sp ##ls . o & lt ; / a & gt ; , the top u . s . office products retailer , on tuesday reported a 39 percent jump in quarterly profit , raised its full - year forecast and said it plans to enter the fast - growing chinese market , sending its shares higher .	2	N/A	All	N/A
staples ....china .............investor ..........stocks ..........................................chinese .....	2	All_Attention	5	1
staples ....china ....staples ........investor reuters .........stocks ...............office .retailer .........profit ..............chinese .....	2	All_Attention	10	1
staples ....china ....staples .....= ..investor reuters ...tick = ..target = stocks ...............office .retailer .........profit ....forecast .said ...enter ...chinese market ..shares .	2	All_Attention	20	1
staples ...enter china .new york .staples .....= http www investor reuters ...tick = .o target = stocks quick ..............office .retailer ......jump ..profit ....forecast and said ...enter the ..chinese market ..shares .	2	All_Attention	30	1
